symbol,date,netProfitMargin,grossProfitMargin,operatingProfitMargin,Name,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
GM,2023-12-31,0.0589320422248344,0.1121728099067748,0.0541078432513588,General Motors Co,Consumer Cyclical,Auto Manufacturers,"167,000",31.0,10.3,7.7,12.9,High,4.0,66th percentile,High
GM,2022-12-31,0.0633808657925798,0.1338628895907104,0.0658117204198169,General Motors Co,Consumer Cyclical,Auto Manufacturers,"167,000",31.0,10.3,7.7,12.9,High,4.0,66th percentile,High
GM,2021-12-31,0.0788872791408144,0.1407672199300809,0.1076029101445623,General Motors Co,Consumer Cyclical,Auto Manufacturers,"167,000",31.0,10.3,7.7,12.9,High,4.0,66th percentile,High
GM,2020-12-31,0.0524717312323958,0.1116218312446422,0.0728905580275135,General Motors Co,Consumer Cyclical,Auto Manufacturers,"167,000",31.0,10.3,7.7,12.9,High,4.0,66th percentile,High
GPC,2024-12-31,0.0384933193094317,0.3629144384605516,0.052336976081947,Genuine Parts Co,Consumer Cyclical,Specialty Retail,"58,000",13.0,4.0,4.0,5.0,Moderate,2.0,6th percentile,Negligible
GPC,2023-12-31,0.0570155574062356,0.3590495010742462,0.0756607556058501,Genuine Parts Co,Consumer Cyclical,Specialty Retail,"58,000",13.0,4.0,4.0,5.0,Moderate,2.0,6th percentile,Negligible
GPC,2022-12-31,0.0535256356441058,0.3502947799583209,0.0745153426825784,Genuine Parts Co,Consumer Cyclical,Specialty Retail,"58,000",13.0,4.0,4.0,5.0,Moderate,2.0,6th percentile,Negligible
GPC,2021-12-31,0.0476293433510806,0.3515610335915669,0.06690312026543,Genuine Parts Co,Consumer Cyclical,Specialty Retail,"58,000",13.0,4.0,4.0,5.0,Moderate,2.0,6th percentile,Negligible
GPC,2020-12-31,0.0098803121379237,0.3419418842089942,0.0622721192581702,Genuine Parts Co,Consumer Cyclical,Specialty Retail,"58,000",13.0,4.0,4.0,5.0,Moderate,2.0,6th percentile,Negligible
GILD,2024-12-31,0.0166933296237045,0.7826041594212979,0.0578006538220769,Gilead Sciences Inc,Healthcare,Drug Manufacturers—General,"17,000",22.0,0.0,8.0,14.0,Moderate,2.0,33rd percentile,Medium
GILD,2023-12-31,0.208917244431332,0.7603628853813247,0.2804617200177017,Gilead Sciences Inc,Healthcare,Drug Manufacturers—General,"17,000",22.0,0.0,8.0,14.0,Moderate,2.0,33rd percentile,Medium
GILD,2022-12-31,0.1683222755764085,0.7926395659983139,0.2686851654997984,Gilead Sciences Inc,Healthcare,Drug Manufacturers—General,"17,000",22.0,0.0,8.0,14.0,Moderate,2.0,33rd percentile,Medium
GILD,2021-12-31,0.2279802234023072,0.7582494048709028,0.3632301776231459,Gilead Sciences Inc,Healthcare,Drug Manufacturers—General,"17,000",22.0,0.0,8.0,14.0,Moderate,2.0,33rd percentile,Medium
GILD,2020-12-31,0.0049819757786868,0.8148163149580785,0.1648912471140994,Gilead Sciences Inc,Healthcare,Drug Manufacturers—General,"17,000",22.0,0.0,8.0,14.0,Moderate,2.0,33rd percentile,Medium
GPN,2024-12-31,0.1553910025179365,0.6279284148438525,0.2309152460930225,Global Payments Inc,Industrials,Specialty Business Services,"25,000",19.0,1.3,6.8,11.0,Low,1.0,23rd percentile,Low
GPN,2023-12-31,0.102153531973286,0.6139051971951911,0.177782422743409,Global Payments Inc,Industrials,Specialty Business Services,"25,000",19.0,1.3,6.8,11.0,Low,1.0,23rd percentile,Low
GPN,2022-12-31,0.0124219055953892,0.5790083354548458,0.0713219241458568,Global Payments Inc,Industrials,Specialty Business Services,"25,000",19.0,1.3,6.8,11.0,Low,1.0,23rd percentile,Low
GPN,2021-12-31,0.1132668884936017,0.5572700176283665,0.1594220955488902,Global Payments Inc,Industrials,Specialty Business Services,"25,000",19.0,1.3,6.8,11.0,Low,1.0,23rd percentile,Low
GPN,2020-12-31,0.0787385240338931,0.5082240887725266,0.1204210972689915,Global Payments Inc,Industrials,Specialty Business Services,"25,000",19.0,1.3,6.8,11.0,Low,1.0,23rd percentile,Low
GL,2024-12-31,0.1853148517264158,1.0,0.2610564186755125,Globe Life Inc,Financial Services,Insurance—Life,"3,543",20.0,2.0,11.0,8.0,Low,1.0,27th percentile,
GL,2023-12-31,0.1782008479801774,0.9361485281502656,0.2417584253275748,Globe Life Inc,Financial Services,Insurance—Life,"3,543",20.0,2.0,11.0,8.0,Low,1.0,27th percentile,
GL,2022-12-31,0.1715056800640318,0.9321264851178526,0.1911263597081136,Globe Life Inc,Financial Services,Insurance—Life,"3,543",20.0,2.0,11.0,8.0,Low,1.0,27th percentile,
GL,2021-12-31,0.1457027355873972,0.9370159884792668,0.1782118806486143,Globe Life Inc,Financial Services,Insurance—Life,"3,543",20.0,2.0,11.0,8.0,Low,1.0,27th percentile,
GL,2020-12-31,0.1544502324964894,0.9364620051706224,0.1889771906285478,Globe Life Inc,Financial Services,Insurance—Life,"3,543",20.0,2.0,11.0,8.0,Low,1.0,27th percentile,
GS,2024-12-31,0.2667812827029451,1.0,0.3437920466437434,Goldman Sachs Group Inc,Financial Services,Capital Markets,"44,600",26.0,1.3,12.2,12.7,Significant,3.0,49th percentile,Medium
GS,2023-12-31,0.1841138063735028,1.0,0.2321745146365719,Goldman Sachs Group Inc,Financial Services,Capital Markets,"44,600",26.0,1.3,12.2,12.7,Significant,3.0,49th percentile,Medium
GS,2022-12-31,0.2377493930117175,1.0,0.2847250079172385,Goldman Sachs Group Inc,Financial Services,Capital Markets,"44,600",26.0,1.3,12.2,12.7,Significant,3.0,49th percentile,Medium
GS,2021-12-31,0.3646000101113938,1.0,0.4557542257200155,Goldman Sachs Group Inc,Financial Services,Capital Markets,"44,600",26.0,1.3,12.2,12.7,Significant,3.0,49th percentile,Medium
GS,2020-12-31,0.2122803474045647,1.0,0.2800556565452546,Goldman Sachs Group Inc,Financial Services,Capital Markets,"44,600",26.0,1.3,12.2,12.7,Significant,3.0,49th percentile,Medium
HAL,2024-12-31,0.1090045327754532,0.1874564156206415,0.1665794979079498,Halliburton Co,Energy,Oil & Gas Equipment & Services,"47,000",24.0,8.9,6.3,8.6,Moderate,2.0,39th percentile,Medium
HAL,2023-12-31,0.114605960552611,0.1894169780172039,0.1773829177165696,Halliburton Co,Energy,Oil & Gas Equipment & Services,"47,000",24.0,8.9,6.3,8.6,Moderate,2.0,39th percentile,Medium
HAL,2022-12-31,0.0774498694388333,0.163226092525989,0.1333694634675075,Halliburton Co,Energy,Oil & Gas Equipment & Services,"47,000",24.0,8.9,6.3,8.6,Moderate,2.0,39th percentile,Medium
HAL,2021-12-31,0.0952598888525662,0.1333115397188623,0.117685518143184,Halliburton Co,Energy,Oil & Gas Equipment & Services,"47,000",24.0,8.9,6.3,8.6,Moderate,2.0,39th percentile,Medium
HAL,2020-12-31,-0.203669089650398,0.106957424714434,0.0943579093111803,Halliburton Co,Energy,Oil & Gas Equipment & Services,"47,000",24.0,8.9,6.3,8.6,Moderate,2.0,39th percentile,Medium
HIG,2024-12-31,0.1179123711340206,1.0,0.1535021224984839,Hartford Financial Svcs Grp,Financial Services,Insurance—Diversified,"18,800",16.0,2.0,9.0,6.0,Low,1.0,13th percentile,Negligible
HIG,2023-12-31,0.102091572552697,1.0,0.1348310025685978,Hartford Financial Svcs Grp,Financial Services,Insurance—Diversified,"18,800",16.0,2.0,9.0,6.0,Low,1.0,13th percentile,Negligible
HIG,2022-12-31,0.0813433503264466,0.7840085859940972,0.1352741257490385,Hartford Financial Svcs Grp,Financial Services,Insurance—Diversified,"18,800",16.0,2.0,9.0,6.0,Low,1.0,13th percentile,Negligible
HIG,2021-12-31,0.105895489057615,0.7865564984368022,0.1257257704332291,Hartford Financial Svcs Grp,Financial Services,Insurance—Diversified,"18,800",16.0,2.0,9.0,6.0,Low,1.0,13th percentile,Negligible
HIG,2020-12-31,0.0846367490133021,0.7817083272426059,0.0971592847049651,Hartford Financial Svcs Grp,Financial Services,Insurance—Diversified,"18,800",16.0,2.0,9.0,6.0,Low,1.0,13th percentile,Negligible
HAS,2024-12-29,0.0932414460162011,0.6460645629307218,0.166848023213638,Hasbro Inc,Consumer Cyclical,Leisure,"6,490",7.0,0.0,4.0,3.0,Moderate,2.0,1st percentile,
HAS,2023-12-31,-0.2976635420622389,0.5734215417824235,-0.3075570123718346,Hasbro Inc,Consumer Cyclical,Leisure,"6,490",7.0,0.0,4.0,3.0,Moderate,2.0,1st percentile,
HAS,2022-12-25,0.0347465296156538,0.5893933443748186,0.0696125804634009,Hasbro Inc,Consumer Cyclical,Leisure,"6,490",7.0,0.0,4.0,3.0,Moderate,2.0,1st percentile,
HAS,2021-12-26,0.0667715407139742,0.6031555666313625,0.1188866737274936,Hasbro Inc,Consumer Cyclical,Leisure,"6,490",7.0,0.0,4.0,3.0,Moderate,2.0,1st percentile,
HAS,2020-12-27,0.0407106524682548,0.581201741867018,0.0918139568924506,Hasbro Inc,Consumer Cyclical,Leisure,"6,490",7.0,0.0,4.0,3.0,Moderate,2.0,1st percentile,
HCA,2024-12-31,0.08158293556931,0.4061867059473393,0.1493845870572072,Hca Healthcare Inc,Healthcare,Medical Care Facilities,"207,000",28.0,3.5,7.4,17.3,Moderate,2.0,57th percentile,Medium
HCA,2023-12-31,0.0806858761236301,0.148180642777983,0.148180642777983,Hca Healthcare Inc,Healthcare,Medical Care Facilities,"207,000",28.0,3.5,7.4,17.3,Moderate,2.0,57th percentile,Medium
HCA,2022-12-31,0.0936861853136984,0.8444208324340478,0.1510467683827802,Hca Healthcare Inc,Healthcare,Medical Care Facilities,"207,000",28.0,3.5,7.4,17.3,Moderate,2.0,57th percentile,Medium
HCA,2021-12-31,0.1183959694989106,0.8386267701525054,0.1666496459694989,Hca Healthcare Inc,Healthcare,Medical Care Facilities,"207,000",28.0,3.5,7.4,17.3,Moderate,2.0,57th percentile,Medium
HCA,2020-12-31,0.072846525527332,0.8375992082743097,0.1419672831001494,Hca Healthcare Inc,Healthcare,Medical Care Facilities,"207,000",28.0,3.5,7.4,17.3,Moderate,2.0,57th percentile,Medium
HSIC,2024-12-28,0.03077408664089,0.316894184486704,0.0490018148820326,Henry Schein Inc,Healthcare,Medical Distribution,"23,000",13.0,2.0,6.0,6.0,Moderate,2.0,7th percentile,Negligible
HSIC,2023-12-30,0.0337142394035173,0.312829240619175,0.049841964502796,Henry Schein Inc,Healthcare,Medical Distribution,"23,000",13.0,2.0,6.0,6.0,Moderate,2.0,7th percentile,Negligible
HSIC,2022-12-31,0.0425397327429429,0.3029176879892464,0.0590653910018186,Henry Schein Inc,Healthcare,Medical Distribution,"23,000",13.0,2.0,6.0,6.0,Moderate,2.0,7th percentile,Negligible
HSIC,2021-12-25,0.0508829071412749,0.2961248916520664,0.0686762807675271,Henry Schein Inc,Healthcare,Medical Distribution,"23,000",13.0,2.0,6.0,6.0,Moderate,2.0,7th percentile,Negligible
HSIC,2020-12-26,0.0399039799919775,0.2781207416716498,0.0529000435906565,Henry Schein Inc,Healthcare,Medical Distribution,"23,000",13.0,2.0,6.0,6.0,Moderate,2.0,7th percentile,Negligible
HSY,2024-12-31,0.1982848465528795,0.4731979600907424,0.2587184393010591,Hershey Co,Consumer Defensive,Confectioners,"18,075",27.0,11.3,5.2,10.9,Significant,3.0,55th percentile,Medium
HSY,2023-12-31,0.1667522018824554,0.4476799445982585,0.2293657711532619,Hershey Co,Consumer Defensive,Confectioners,"18,075",27.0,11.3,5.2,10.9,Significant,3.0,55th percentile,Medium
HSY,2022-12-31,0.1578626152597287,0.4317744561195797,0.1610145562645607,Hershey Co,Consumer Defensive,Confectioners,"18,075",27.0,11.3,5.2,10.9,Significant,3.0,55th percentile,Medium
HSY,2021-12-31,0.1646925090429665,0.4512814533664269,0.1798131092389016,Hershey Co,Consumer Defensive,Confectioners,"18,075",27.0,11.3,5.2,10.9,Significant,3.0,55th percentile,Medium
HSY,2020-12-31,0.156902096869843,0.4541590943196937,0.1689763782039601,Hershey Co,Consumer Defensive,Confectioners,"18,075",27.0,11.3,5.2,10.9,Significant,3.0,55th percentile,Medium
HES,2024-12-31,0.2147177419354838,0.7890043424317618,0.3703473945409429,Hess Corp,Energy,Oil & Gas E&P,"1,623",36.0,22.0,7.0,7.0,Moderate,2.0,83rd percentile,Severe
HES,2023-12-31,0.1314813052992103,0.7847968794596137,0.2756160213110075,Hess Corp,Energy,Oil & Gas E&P,"1,623",36.0,22.0,7.0,7.0,Moderate,2.0,83rd percentile,Severe
HES,2022-12-31,0.1850936064994701,0.6988696573648887,0.4918756623101377,Hess Corp,Energy,Oil & Gas E&P,"1,623",36.0,22.0,7.0,7.0,Moderate,2.0,83rd percentile,Severe
HES,2021-12-31,0.0748026227753245,0.6080556670681119,0.2687006556938311,Hess Corp,Energy,Oil & Gas E&P,"1,623",36.0,22.0,7.0,7.0,Moderate,2.0,83rd percentile,Severe
HES,2020-12-31,-0.6627383758302978,0.5290336404542533,-0.0734947503749732,Hess Corp,Energy,Oil & Gas E&P,"1,623",36.0,22.0,7.0,7.0,Moderate,2.0,83rd percentile,Severe
HPE,2024-10-31,0.0856042752348391,0.3267500912802469,0.0726922693929033,Hewlett Packard Enterprise,Technology,Communication Equipment,"60,200",12.0,1.0,6.0,5.0,Moderate,2.0,4th percentile,Negligible
HPE,2023-10-31,0.06950403295006,0.3514329843830444,0.0717007036210743,Hewlett Packard Enterprise,Technology,Communication Equipment,"60,200",12.0,1.0,6.0,5.0,Moderate,2.0,4th percentile,Negligible
HPE,2022-10-31,0.0304604154969118,0.3335906793935991,0.1265089837170129,Hewlett Packard Enterprise,Technology,Communication Equipment,"60,200",12.0,1.0,6.0,5.0,Moderate,2.0,4th percentile,Negligible
HPE,2021-10-31,0.1233443708609271,0.3374604088684135,0.0874244169306075,Hewlett Packard Enterprise,Technology,Communication Equipment,"60,200",12.0,1.0,6.0,5.0,Moderate,2.0,4th percentile,Negligible
HPE,2020-10-31,-0.0119338818471573,0.3138759172781855,0.1264546734860277,Hewlett Packard Enterprise,Technology,Communication Equipment,"60,200",12.0,1.0,6.0,5.0,Moderate,2.0,4th percentile,Negligible
HLT,2024-12-31,0.1373724718095579,0.2741184893502774,0.2120995167352783,Hilton Worldwide Holdings In,Consumer Cyclical,Lodging,"159,000",17.0,7.0,4.0,7.0,Moderate,2.0,17th percentile,Negligible
HLT,2023-12-31,0.1114802149487054,0.2862725940400586,0.217391304347826,Hilton Worldwide Holdings In,Consumer Cyclical,Lodging,"159,000",17.0,7.0,4.0,7.0,Moderate,2.0,17th percentile,Negligible
HLT,2022-12-31,0.1430525475891941,0.3075344807933432,0.2386868802006155,Hilton Worldwide Holdings In,Consumer Cyclical,Lodging,"159,000",17.0,7.0,4.0,7.0,Moderate,2.0,17th percentile,Negligible
HLT,2021-12-31,0.070836212854181,0.2859364201796821,0.1744989633724948,Hilton Worldwide Holdings In,Consumer Cyclical,Lodging,"159,000",17.0,7.0,4.0,7.0,Moderate,2.0,17th percentile,Negligible
HLT,2020-12-31,-0.1660088228465289,0.1353610401671697,-0.0280938007894125,Hilton Worldwide Holdings In,Consumer Cyclical,Lodging,"159,000",17.0,7.0,4.0,7.0,Moderate,2.0,17th percentile,Negligible
HOLX,2024-09-28,0.1958911247301689,0.5527628216261816,0.2407264967868397,Hologic Inc,Healthcare,Medical Instruments & Supplies,"6,944",28.0,4.8,10.2,13.3,Low,1.0,58th percentile,Medium
HOLX,2023-09-30,0.1131401349741961,0.5139688368400159,0.1658396188963874,Hologic Inc,Healthcare,Medical Instruments & Supplies,"6,944",28.0,4.8,10.2,13.3,Low,1.0,58th percentile,Medium
HOLX,2022-09-24,0.2677469770502591,0.6163938471662417,0.3372953853746812,Hologic Inc,Healthcare,Medical Instruments & Supplies,"6,944",28.0,4.8,10.2,13.3,Low,1.0,58th percentile,Medium
HOLX,2021-09-25,0.3322798856594997,0.6739342719670472,0.4403707188892637,Hologic Inc,Healthcare,Medical Instruments & Supplies,"6,944",28.0,4.8,10.2,13.3,Low,1.0,58th percentile,Medium
HOLX,2020-09-26,0.2953077004554602,0.5898474737845567,0.2926067153903188,Hologic Inc,Healthcare,Medical Instruments & Supplies,"6,944",28.0,4.8,10.2,13.3,Low,1.0,58th percentile,Medium
HD,2025-02-02,0.0928194390461025,0.3341901024361498,0.13494740273581,Home Depot Inc,Consumer Cyclical,Home Improvement Retail,"470,000",13.0,3.4,3.6,5.5,Moderate,2.0,5th percentile,Low
HD,2024-01-28,0.0991884403513483,0.3337940249821509,0.1420655142825328,Home Depot Inc,Consumer Cyclical,Home Improvement Retail,"470,000",13.0,3.4,3.6,5.5,Moderate,2.0,5th percentile,Low
HD,2023-01-29,0.1086701015863738,0.3353049179494673,0.1527226291747933,Home Depot Inc,Consumer Cyclical,Home Improvement Retail,"470,000",13.0,3.4,3.6,5.5,Moderate,2.0,5th percentile,Low
HD,2022-01-30,0.1087147799969568,0.3362861131141793,0.1524243005616676,Home Depot Inc,Consumer Cyclical,Home Improvement Retail,"470,000",13.0,3.4,3.6,5.5,Moderate,2.0,5th percentile,Low
HD,2021-01-31,0.0973885398531526,0.3395125274392551,0.1383544016350011,Home Depot Inc,Consumer Cyclical,Home Improvement Retail,"470,000",13.0,3.4,3.6,5.5,Moderate,2.0,5th percentile,Low
HON,2024-12-31,0.1481895163385111,0.3808509532962751,0.1989713751363707,Honeywell International Inc,Industrials,Conglomerates,"97,000",29.0,10.6,8.5,10.2,Significant,3.0,61st percentile,Medium
HON,2023-12-31,0.1543287327478042,0.3727838088483989,0.2060444056516283,Honeywell International Inc,Industrials,Conglomerates,"97,000",29.0,10.6,8.5,10.2,Significant,3.0,61st percentile,Medium
HON,2022-12-31,0.1400214289742288,0.328229853944623,0.1915355551796086,Honeywell International Inc,Industrials,Conglomerates,"97,000",29.0,10.6,8.5,10.2,Significant,3.0,61st percentile,Medium
HON,2021-12-31,0.1611421260758316,0.3197836706210746,0.2203419399860432,Honeywell International Inc,Industrials,Conglomerates,"97,000",29.0,10.6,8.5,10.2,Significant,3.0,61st percentile,Medium
HON,2020-12-31,0.1464288997150473,0.3207402641174127,0.1952078928823115,Honeywell International Inc,Industrials,Conglomerates,"97,000",29.0,10.6,8.5,10.2,Significant,3.0,61st percentile,Medium
HRL,2024-10-27,0.0675322295984068,0.1696311077187204,0.089585620827198,Hormel Foods Corp,Consumer Defensive,Packaged Foods,"20,000",30.0,13.2,6.0,10.7,Significant,3.0,65th percentile,Medium
HRL,2023-10-29,0.0655302514201061,0.1651395002976876,0.0885256081539156,Hormel Foods Corp,Consumer Defensive,Packaged Foods,"20,000",30.0,13.2,6.0,10.7,Significant,3.0,65th percentile,Medium
HRL,2022-10-30,0.0802634698702267,0.1737474682565889,0.1053557620208549,Hormel Foods Corp,Consumer Defensive,Packaged Foods,"20,000",30.0,13.2,6.0,10.7,Significant,3.0,65th percentile,Medium
HRL,2021-10-31,0.0798194198251934,0.1693196907235599,0.0985930410956642,Hormel Foods Corp,Consumer Defensive,Packaged Foods,"20,000",30.0,13.2,6.0,10.7,Significant,3.0,65th percentile,Medium
HRL,2020-10-25,0.0945085696337249,0.1900369694962627,0.1145053183329444,Hormel Foods Corp,Consumer Defensive,Packaged Foods,"20,000",30.0,13.2,6.0,10.7,Significant,3.0,65th percentile,Medium
HST,2024-12-31,0.122624912033779,0.5336030964109781,0.1539408866995074,Host Hotels & Resorts Inc,Real Estate,REIT—Hotel & Motel,165,14.0,3.0,5.0,6.0,Low,1.0,8th percentile,Negligible
HST,2023-12-31,0.1393334588589719,0.2956128789305215,0.155714554697797,Host Hotels & Resorts Inc,Real Estate,REIT—Hotel & Motel,165,14.0,3.0,5.0,6.0,Low,1.0,8th percentile,Negligible
HST,2022-12-31,0.1289993886284899,0.5964948033421642,0.157937640105971,Host Hotels & Resorts Inc,Real Estate,REIT—Hotel & Motel,165,14.0,3.0,5.0,6.0,Low,1.0,8th percentile,Negligible
HST,2021-12-31,-0.0038062283737024,0.5501730103806228,0.0280276816608996,Host Hotels & Resorts Inc,Real Estate,REIT—Hotel & Motel,165,14.0,3.0,5.0,6.0,Low,1.0,8th percentile,Negligible
HST,2020-12-31,-0.4574074074074074,0.3246913580246913,-0.5882716049382716,Host Hotels & Resorts Inc,Real Estate,REIT—Hotel & Motel,165,14.0,3.0,5.0,6.0,Low,1.0,8th percentile,Negligible
HPQ,2024-10-31,0.0518120203887301,0.2206538583618066,0.0712858716555574,Hp Inc,Technology,Computer Hardware,"58,000",11.0,0.0,6.0,5.0,Moderate,2.0,3rd percentile,Negligible
HPQ,2023-10-31,0.0607431401020142,0.2142298670836591,0.0643359767675639,Hp Inc,Technology,Computer Hardware,"58,000",11.0,0.0,6.0,5.0,Moderate,2.0,3rd percentile,Negligible
HPQ,2022-10-31,0.0497277043011606,0.1958464982614356,0.0742422558468158,Hp Inc,Technology,Computer Hardware,"58,000",11.0,0.0,6.0,5.0,Moderate,2.0,3rd percentile,Negligible
HPQ,2021-10-31,0.1030289665600831,0.2113346039346638,0.0835131601745239,Hp Inc,Technology,Computer Hardware,"58,000",11.0,0.0,6.0,5.0,Moderate,2.0,3rd percentile,Negligible
HPQ,2020-10-31,0.0497007362418121,0.1842723211921114,0.0611239605219018,Hp Inc,Technology,Computer Hardware,"58,000",11.0,0.0,6.0,5.0,Moderate,2.0,3rd percentile,Negligible
HUM,2024-12-31,0.0102495732882703,1.0,0.0217559293823931,Humana Inc,Healthcare,Healthcare Plans,"67,100",22.0,0.0,5.9,16.4,Moderate,2.0,34th percentile,Medium
HUM,2023-12-31,0.0233985748397164,1.0,0.0377253840224114,Humana Inc,Healthcare,Healthcare Plans,"67,100",22.0,0.0,5.9,16.4,Moderate,2.0,34th percentile,Medium
HUM,2022-12-31,0.0302142780230429,1.0,0.0409174114353397,Humana Inc,Healthcare,Healthcare Plans,"67,100",22.0,0.0,5.9,16.4,Moderate,2.0,34th percentile,Medium
HUM,2021-12-31,0.0353101223153231,1.0,0.0378984879129346,Humana Inc,Healthcare,Healthcare Plans,"67,100",22.0,0.0,5.9,16.4,Moderate,2.0,34th percentile,Medium
HUM,2020-12-31,0.0436394271272114,1.0,0.0646231611690752,Humana Inc,Healthcare,Healthcare Plans,"67,100",22.0,0.0,5.9,16.4,Moderate,2.0,34th percentile,Medium
HBAN,2024-12-31,0.2626946513202437,1.0,0.3121191604603927,Huntington Bancshares Inc,Financial Services,Banks—Regional,"20,198",20.0,2.0,7.6,10.8,Moderate,2.0,27th percentile,Medium
HBAN,2023-12-31,0.2809215262778978,1.0,0.3432685385169186,Huntington Bancshares Inc,Financial Services,Banks—Regional,"20,198",20.0,2.0,7.6,10.8,Moderate,2.0,27th percentile,Medium
HBAN,2022-12-31,0.3085194375516956,1.0,0.4546457127102288,Huntington Bancshares Inc,Financial Services,Banks—Regional,"20,198",20.0,2.0,7.6,10.8,Moderate,2.0,27th percentile,Medium
HBAN,2021-12-31,0.2161575696878651,1.0,0.2652311801034885,Huntington Bancshares Inc,Financial Services,Banks—Regional,"20,198",20.0,2.0,7.6,10.8,Moderate,2.0,27th percentile,Medium
HBAN,2020-12-31,0.2171140047834175,1.0,0.2583045442466117,Huntington Bancshares Inc,Financial Services,Banks—Regional,"20,198",20.0,2.0,7.6,10.8,Moderate,2.0,27th percentile,Medium
IBM,2024-12-31,0.0959794750848565,0.566522716045448,0.1605341577295109,Intl Business Machines Corp,Technology,Information Technology Services,"288,300",15.0,0.5,7.6,6.7,Moderate,2.0,10th percentile,Low
IBM,2023-12-31,0.1212738441642418,0.5544778532169414,0.1587617200129324,Intl Business Machines Corp,Technology,Information Technology Services,"288,300",15.0,0.5,7.6,6.7,Moderate,2.0,10th percentile,Low
IBM,2022-12-31,0.027094002973732,0.5400132165868164,0.1350404757971254,Intl Business Machines Corp,Technology,Information Technology Services,"288,300",15.0,0.5,7.6,6.7,Moderate,2.0,10th percentile,Low
IBM,2021-12-31,0.1001203117643981,0.5490052483827658,0.1197014873323917,Intl Business Machines Corp,Technology,Information Technology Services,"288,300",15.0,0.5,7.6,6.7,Moderate,2.0,10th percentile,Low
IBM,2020-12-31,0.1013066565178781,0.5593613512386959,0.0844886641657152,Intl Business Machines Corp,Technology,Information Technology Services,"288,300",15.0,0.5,7.6,6.7,Moderate,2.0,10th percentile,Low
IEX,2024-12-31,0.1544909446891825,0.4421194322075379,0.2071708272148801,Idex Corp,Industrials,Specialty Industrial Machinery,"8,868",27.0,8.1,5.7,13.0,,0.0,52nd percentile,Medium
IEX,2023-12-31,0.1820764226152295,0.442438681694615,0.2237392712055957,Idex Corp,Industrials,Specialty Industrial Machinery,"8,868",27.0,8.1,5.7,13.0,,0.0,52nd percentile,Medium
IEX,2022-12-31,0.1844495427260442,0.4484427543291744,0.2361482133316572,Idex Corp,Industrials,Specialty Industrial Machinery,"8,868",27.0,8.1,5.7,13.0,,0.0,52nd percentile,Medium
IEX,2021-12-31,0.1625434027777778,0.4428891782407407,0.230396412037037,Idex Corp,Industrials,Specialty Industrial Machinery,"8,868",27.0,8.1,5.7,13.0,,0.0,52nd percentile,Medium
IEX,2020-12-31,0.160653431681469,0.4368956892321378,0.2214249083407962,Idex Corp,Industrials,Specialty Industrial Machinery,"8,868",27.0,8.1,5.7,13.0,,0.0,52nd percentile,Medium
IDXX,2024-12-31,0.2278039996880054,0.6103719200801333,0.2895024610622593,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,"11,000",19.0,3.0,9.0,7.0,Low,1.0,24th percentile,Negligible
IDXX,2023-12-31,0.2308256893765093,0.5981966990562293,0.2996837162345433,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,"11,000",19.0,3.0,9.0,7.0,Low,1.0,24th percentile,Negligible
IDXX,2022-12-31,0.2016702283474949,0.5952317032753605,0.2669077879051734,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,"11,000",19.0,3.0,9.0,7.0,Low,1.0,24th percentile,Negligible
IDXX,2021-12-31,0.2316521322651273,0.5876268909235669,0.289867386544586,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,"11,000",19.0,3.0,9.0,7.0,Low,1.0,24th percentile,Negligible
IDXX,2020-12-31,0.2149427983987615,0.5804359994162537,0.2565986429744463,Idexx Laboratories Inc,Healthcare,Diagnostics & Research,"11,000",19.0,3.0,9.0,7.0,Low,1.0,24th percentile,Negligible
ITW,2024-12-31,0.2193986664989307,0.4428229966033463,0.2682098377154359,Illinois Tool Works,Industrials,Specialty Industrial Machinery,"46,000",20.0,4.3,6.2,9.1,Moderate,2.0,24th percentile,Low
ITW,2023-12-31,0.1835847768051157,0.4216179300925063,0.2508226237039796,Illinois Tool Works,Industrials,Specialty Industrial Machinery,"46,000",20.0,4.3,6.2,9.1,Moderate,2.0,24th percentile,Low
ITW,2022-12-31,0.1904343459703741,0.4081722319859402,0.2378860155661561,Illinois Tool Works,Industrials,Specialty Industrial Machinery,"46,000",20.0,4.3,6.2,9.1,Moderate,2.0,24th percentile,Low
ITW,2021-12-31,0.186371497751643,0.4127291594603943,0.2405396056727775,Illinois Tool Works,Industrials,Specialty Industrial Machinery,"46,000",20.0,4.3,6.2,9.1,Moderate,2.0,24th percentile,Low
ITW,2020-12-31,0.1677270558294894,0.4134722443136631,0.2292031175441387,Illinois Tool Works,Industrials,Specialty Industrial Machinery,"46,000",20.0,4.3,6.2,9.1,Moderate,2.0,24th percentile,Low
INCY,2024-12-31,0.0076900097306975,0.9264126310915004,0.014468960206469,Incyte Corp,Healthcare,Biotechnology,"2,324",24.0,1.5,7.1,15.6,Low,1.0,41st percentile,Medium
